Upload a plant leaf image,Predicted Disease,timestamp
.gradio\flagged\Upload a plant leaf image\5121d50b1cc2eb09e60e\leaf imagee.jpg,"{""label"": ""Corn (maize) \u00b7 Cercospora leaf spot Gray leaf spot"", ""confidences"": [{""label"": ""Corn (maize) \u00b7 Cercospora leaf spot Gray leaf spot"", ""confidence"": 0.8493072986602783}, {""label"": ""Pepper, bell \u00b7 healthy"", ""confidence"": 0.01717892475426197}, {""label"": ""Grape \u00b7 Black rot"", ""confidence"": 0.011788387782871723}, {""label"": ""Grape \u00b7 Esca (Black Measles)"", ""confidence"": 0.010374271310865879}, {""label"": ""Grape \u00b7 healthy"", ""confidence"": 0.006391025148332119}]}",2026-09-07 12:51:01.275365
